コード,銘柄名,対象外,IRニュースURL,備考,出来高13万以上かつ株価100円以上
2070,スマートＥＳＧ３０女性活躍ネットリターン,1,,,
2071,スマートＥＳＧ３０総合ネットリターン,1,,,
2072,トップシェアインデックスネットリターン,1,,,
2073,スマートＥＳＧ３０低カーボンリスクネット,1,,,
2107,東洋精糖,,https://www.toyosugar.co.jp/ir/release/index.html,,0
2108,日本甜菜製糖,,https://www.nitten.co.jp/calender.html,,0
2109,ＤＭ三井製糖ホールディングス,,https://www.msdm-hd.com/ir/news/,,0
2112,塩水港精糖,,https://www.ensuiko.co.jp/ir/calendar.html,,0
2114,フジ日本精糖,,https://www.fnsugar.co.jp/news/ir,,0
2117,日新製糖,,https://www.nissin-sugar.co.jp/ir/news/,,0
2120,（株）ＬＩＦＵＬＬ,,https://ir.lifull.com/news/,,1
2121,（株）ＭＩＸＩ,,https://mixi.co.jp/ir/news/,,1
2122,（株）インタースペース,,https://www.interspace.ne.jp/ir/irnews.html,,0
2124,（株）ジェイエイシーリクルートメント,,https://ir.jac-recruitment.jp/ja/investors/news.html,,0
2127,（株）日本Ｍ＆Ａセンターホールディングス,,https://www.nihon-ma.co.jp/groups/ir/irnews/,,1
2130,（株）メンバーズ,,https://www.members.co.jp/ir/news.html,,0
2134,燦キャピタルマネージメント,,https://sun-capitalmanagement.co.jp/category/ir/,,0
2136,（株）ヒップ,,https://www.hip-pro.co.jp/ir/news.html,,0
2137,（株）光ハイツ・ヴェラス,,http://www.varus.co.jp/ir/,,0
2138,クルーズ,,https://crooz.co.jp/ir/ir_news,,1
2139,（株）中広,,https://chuco.co.jp/modules/news/index.php?cid=4,,0
2146,ＵＴグループ,,https://www.ut-g.co.jp/ir/irnews/,,1
2148,アイティメディア,,https://corp.itmedia.co.jp/ir/library/release/,,0
2150,（株）ケアネット,,https://www.carenet.co.jp/ir/financial/,,1
2152,幼児活動研究会,,https://www.youji.co.jp/contents/ir/ircontents/index.html,,0
2153,Ｅ・Ｊホールディングス,,https://www.ej-hds.co.jp/ir/ir_backno.html,,0
2154,（株）夢真ビーネックスグループ,,https://www.yumeshin-benext.co.jp/ir/news/,,1
2156,セーラー広告,,https://www.saylor.co.jp/ir/,,0
2157,（株）コシダカホールディングス,,https://www.koshidakaholdings.co.jp/ja/ir/news.html,,1
2158,（株）ＦＲＯＮＴＥＯ,,https://www.fronteo.com/ir/,,1
2160,（株）ジーエヌアイグループ,,https://www.gnipharma.com/ir/news.shtml,,1
2162,ｎｍｓ　ホールディングス,,https://www.n-ms.co.jp/ir/irnews.html,,0
2163,（株）アルトナー,,https://www.artner.co.jp/ir/,,0
2164,（株）地域新聞社,,https://chiikinews.co.jp/news/category/ir/,,0
2168,（株）パソナグループ,,https://www.pasonagroup.co.jp/ir/info/calender.html,URL情報解析難しい,0
2169,ＣＤＳ,,https://www.cds-japan.jp/ja/ir/ir_newslist/,,0
2170,（株）リンクアンドモチベーション,,https://www.lmi.ne.jp/ir/,,1
2172,（株）インサイト,,https://www.ppi.jp/ir/library.html,,0
2173,（株）博展,,https://www.hakuten.co.jp/ir/announcement.html,,0
2175,（株）エス・エム・エス,,https://www.bm-sms.co.jp/ir/news/,,1
2179,（株）成学社,,https://www.nikkei.com/nkd/company/disclose/?scode=2179&ba=1,,1
2180,（株）サニーサイドアップグループ,,https://ssug.co.jp/ir/release/,,0
2181,パーソルホールディングス,,https://www.persol-group.co.jp/ir/archive/,,1
2183,（株）リニカル,,https://www.linical.co.jp/ir/ir_news.html,,0
2185,（株）シイエム・シイ,,https://www.cmc.co.jp/ir/,,0
2186,ソーバル,,https://www.sobal.co.jp/ir/irnews.html,,0
2193,クックパッド,,https://info.cookpad.com/ir/news/,,1
2195,アミタホールディングス,,http://www.amita-hd.co.jp/ir/ir-news.html,,0
2196,（株）エスクリ,,https://www.escrit.jp/ir/news/,,0
2198,アイ・ケイ・ケイホールディングス,,https://www.ikk-grp.jp/ir/irnews.html,,0
2201,森永製菓,,https://www.morinaga.co.jp/company/ir/news/,,1
2204,中村屋,,https://www.nakamuraya.co.jp/company/news/ir/,,0
2206,江崎グリコ,,https://www.glico.com/jp/company/ir/,,0
2207,名糖産業,,https://www.meito-sangyo.co.jp/ir/,,0
2208,ブルボン,,https://www.bourbon.co.jp/ir/news/2022/index.html,,0
2209,井村屋グループ,,https://www.imuraya-group.com/ir/news/,,0
2211,不二家,,https://www.fujiya-peko.co.jp/company/ir/news/,,0
2212,山崎製パン,,https://www.yamazakipan.co.jp/ir/ir-news/index.html,,1
2215,第一屋製パン,,https://www.daiichipan.co.jp/company/public.html,,0
2216,カンロ,,https://www.kanro.co.jp/ir/news/,,0
2217,モロゾフ,,https://www.morozoff.co.jp/company_news/,,0
2218,日糧製パン,,http://www.nichiryo-pan.co.jp/ir/news.html,,0
2220,亀田製菓,,https://www.kamedaseika.co.jp/ir/news/,,0
2221,岩塚製菓,,https://www.iwatsukaseika.co.jp/company/stockholder/calendar_2022.shtml,URL情報解析難しい,0
2222,寿スピリッツ,,https://www.kotobukispirits.co.jp/ir/news.html,,1
2224,コモ,,https://www.como.co.jp/ir/news.html,,0
2226,（株）湖池屋,,https://koike-ya.com/ir/library.html,,0
2229,カルビー,,https://www.calbee.co.jp/news/,,1
2264,森永乳業,,https://www.morinagamilk.co.jp/ir/news/,,1
2266,六甲バター,,https://www.qbb.co.jp/ir,,0
2267,ヤクルト本社,,https://www.yakult.co.jp/company/ir/,,1
2268,Ｂ－Ｒ　サーティワン　アイスクリーム,,https://www.31ice.co.jp/contents/company/ir/index.html,,0
2269,明治ホールディングス,,https://www.meiji.com/investor/,,1
2270,雪印メグミルク,,https://www.meg-snow.com/news/ir/,,1
2281,プリマハム,,https://www.primaham.co.jp/ir/,,0
2282,日本ハム,,https://www.nipponham.co.jp/ir/news/,,1
2286,林兼産業,,https://www.hayashikane.co.jp/ir/news/,,0
2288,丸大食品,,https://www.marudai.jp/corporate/ir/newslist.html,,0
2291,福留ハム,,http://www.fukutome.com/money/news.html,URL情報解析難しい,0
2292,Ｓ　Ｆｏｏｄｓ,,https://www.sfoods.co.jp/ir01.html,,0
2293,滝沢ハム,,https://www.takizawaham.co.jp/corporate/ir-stock/ir-newsrelease,,0
2294,柿安本店,,https://www.kakiyasuhonten.co.jp/ir/news.php,,0
2296,伊藤ハム米久ホールディングス,,https://www.itoham-yonekyu-holdings.com/ir/related_release.html,,1
2300,きょくとう,,http://www.cl-kyokuto.co.jp/ir/,,0
2301,学情,,https://company.gakujo.ne.jp/ir/press/,,0
2303,ドーン,,https://www.dawn-corp.co.jp/ir/,,0
2304,（株）ＣＳＳホールディングス,,https://www.css-holdings.jp/news/,,0
2305,スタジオアリス,,http://studio-alice.irbridge.com/ja/PressRelease.html,,0
2307,クロスキャット,,https://www.xcat.co.jp/ir-info/irnews/,,0
2309,シミックホールディングス,,https://www.cmicgroup.com/ir/,,0
2311,エプコ,,https://www.epco.co.jp/release/,,0
2315,（株）ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,,https://www.caica.jp/tag/news,,1
2317,（株）システナ,,https://www.systena.co.jp/ir/news/,,1
2321,（株）ソフトフロントホールディングス,,http://www.softfront.co.jp/ir-news/,,0
2323,（株）ｆｏｎｆｕｎ,,https://www.fonfun.co.jp/ir/,,0
2325,（株）ＮＪＳ,,https://www.njs.co.jp/news/,,0
2326,デジタルアーツ,,https://www.daj.jp/ir/news/,,0
2327,日鉄ソリューションズ,,https://www.nssol.nipponsteel.com/ir/ir-news.html,,0
2329,東北新社,,https://www.tfc.co.jp/ir/news/,,0
2330,（株）フォーサイド,,https://www.forside.co.jp/ir/?doing_wp_cron=1670745765.8809270858764648437500,,0
2331,綜合警備保障,,https://www.alsok.co.jp/ir/news/,,1
2332,クエスト,,https://www.quest.co.jp/irinfo/news/,,0
2334,（株）イオレ,,https://www.eole.co.jp/ir/irnews/,,0
2335,キューブシステム,,https://www.cubesystem.co.jp/ir/irnews/,,0
2337,いちご,,https://www.ichigo.gr.jp/ir/news/,,1
2338,クオンタムソリューションズ,,https://www.quantum-s.co.jp/ir/2021/,,0
2340,（株）極楽湯ホールディングス,,https://www.gokurakuyu-holdings.co.jp/ir/list.html,,0
2341,アルバイトタイムス,,https://www.atimes.co.jp/ir/,,0
2342,トランスジェニック,,https://www.transgenic.co.jp/ir/,,0
2344,平安レイサービス,,https://heian-group.co.jp/ir/,,0
2345,（株）クシム,,https://www.kushim.co.jp/ir_news/,,1
2349,エヌアイデイ,,https://www.nid.co.jp/ir/news/1/,,0
2351,（株）ＡＳＪ,,https://www.asj.ad.jp/ir/index.html,,0
2353,日本駐車場開発,,https://n-p-d.co.jp/release/press/,,1
2354,（株）ＹＥ　ＤＩＧＩＴＡＬ,,https://www.ye-digital.com/jp/ir/,,0
2359,コア,,https://www.core.co.jp/ir/,,0
2370,メディネット,,https://www.medinet-inc.co.jp/ir/news/,,0
2371,カカクコム,,https://corporate.kakaku.com/ir/release-ir,,1
2372,（株）アイロムグループ,,https://www.iromgroup.co.jp/newsrelease/,,0
2373,ケア２１,,https://www.care21.co.jp/ir-news/ir/,,0
2374,セントケア・ホールディング,,https://www.saint-care.com/ir/e_public_financial/,,0
2375,ギグワークス,,https://www.gig.co.jp/ir/news,,0
2376,サイネックス,,https://www.scinex.co.jp/regal.html,判断難しい,0
2378,ルネサンス,,https://www.s-renaissance.co.jp/ir/news/,,0
2379,ディップ,,https://www.dip-net.co.jp/ir/ir-news/news-list,,0
2384,ＳＢＳホールディングス,,https://www.sbs-group.co.jp/sbsh/news/category/?category=IR%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B9,,0
2385,（株）総医研ホールディングス,,https://soiken.com/ir/news/,,0
2388,（株）ウェッジホールディングス,,https://www.wedge-hd.com/IR/tpc2022.html,,1
2389,（株）デジタルホールディングス,,https://www.digital-holdings.co.jp/ir/release/,,0
2391,プラネット,,https://www.planet-van.co.jp/ir/news.html,,0
2393,日本ケアサプライ,,https://www.caresupply.co.jp/ir/release.html,,0
2395,新日本科学,,https://www.snbl.co.jp/category/ir-news/,,1
2397,ＤＮＡチップ研究所,,https://www.dna-chip.co.jp/corp/ir/,,0
2402,（株）アマナ,,https://amana.jp/company/ir/irnews.html,,0
2404,鉄人化計画,,https://www.tetsujin.ne.jp/ir/ir_release.html,,0
2408,ＫＧ情報,,https://www.kg-net.co.jp/ir/news/,,0
2410,（株）キャリアデザインセンター,,https://cdc.type.jp/ir/irnews/,,0
2411,ゲンダイエージェンシー,,https://www.gendai-a.co.jp/ir/release.php,,0
2412,ベネフィット・ワン,,https://corp.benefit-one.co.jp/news/irnews/,,1
2413,エムスリー,,https://corporate.m3.com/ir/release/,,1
2415,ヒューマンホールディングス,,https://www.athuman.com/ir/pr/,,0
2418,（株）ツカダ・グローバルホールディング,,https://www.tsukada-global.holdings/ir/news/,,0
2424,（株）ブラス,,https://www.brass.ne.jp/corporate/ir/news.html,,0
2425,（株）ケアサービス,,https://www.care.co.jp/ir/news,,0
2427,（株）アウトソーシング,,https://www.outsourcing.co.jp/ir/news,,1
2428,ウェルネット,,https://www.well-net.jp/ir/press/,,0
2429,（株）ワールドホールディングス,,https://world-hd.co.jp/irrelease/,,0
2432,（株）ディー・エヌ・エー,,https://dena.com/jp/ir/irnews.html,,1
2433,（株）博報堂ＤＹホールディングス,,https://www.hakuhodody-holdings.co.jp/news/corporate/?category=ir,,1
2435,（株）シダー,,http://www.cedar-web.com/news/,,0
2436,共同ピーアール,,https://www.kyodo-pr.co.jp/topics/notice,,0
2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,,https://www.shinwa-wise.com/ir/library/,,1
2438,（株）アスカネット,,https://www.asukanet.co.jp/contents/news/ir_news.html,,0
2440,（株）ぐるなび,,https://corporate.gnavi.co.jp/ir/news/,,1
2445,（株）タカミヤ,,https://www.takamiya.co/ir/news/,,0
2449,（株）プラップジャパン,,https://www.prapgroup.com/ir/backno.html,,0
2453,ジャパンベストレスキューシステム,,https://www.jbr.co.jp/ir_info/ir_news/,,0
2454,（株）オールアバウト,,https://corp.allabout.co.jp/ir/ir_release/,,0
2459,アウンコンサルティング,,https://www.auncon.co.jp/ir/investor/,,0
2461,（株）ファンコミュニケーションズ,,https://www.fancs.com/investors,,0
2462,ライク,,https://www.like-gr.co.jp/ir/news.html,,0
2464,（株）ビジネス・ブレークスルー,,https://www.bbt757.com/ir/news/,,0
2467,（株）バルクホールディングス,,https://www.vlcholdings.com/ir/ir_news/,,0
2468,（株）フュートレック,,https://www.fuetrek.co.jp/ir/ir_view.html,,0
2469,ヒビノ,,https://www.hibino.co.jp/ir/news.html,,0
2471,（株）エスプール,,https://www.spool.co.jp/investor/release/,,1
2475,ＷＤＢホールディングス,,https://www.wdbhd.co.jp/ir/press/,,0
2477,手間いらず,,https://www.temairazu.com/ir/news?type=ir,,0
2479,（株）ジェイテック,,https://www.j-tec.co.jp/ir/news.html,,0
2480,システム・ロケーション,,https://www.slc.jp/ir/,,0
2481,（株）タウンニュース社,,https://www.townnews.co.jp/ir/i/irnews.html,,0
2483,（株）翻訳センター,,https://www.honyakuctr.com/,,0
2484,（株）出前館,,https://corporate.demae-can.com/ir_information/news.html,,1
2485,（株）ティア,,https://www.tear.co.jp/company/news/update.html,,0
2487,（株）ＣＤＧ,,https://www.cdg.co.jp/ir/news/,,0
2488,ＪＴＰ,,https://ir.jtp.co.jp/ja/ir/news.html,,0
2489,（株）アドウェイズ,,https://ir.adways.net/dt_news.html,,0
2491,バリューコマース,,https://www.valuecommerce.co.jp/ir/ir_release/,,1
2492,（株）インフォマート,,https://www.infomart.co.jp/ir/press/index.asp,,1
2493,イーサポートリンク,,https://www.e-supportlink.com/ir/ir_news/,,0
2497,ユナイテッド,,https://united.jp/ir/ir-release,,0
2498,（株）オリエンタルコンサルタンツＨＤ,,https://www.oriconhd.jp/ir/news/,,0
2499,日本和装ホールディングス,,https://www.wasou.com/profile/ir/news.html,,0
2501,サッポロホールディングス,,https://www.sapporoholdings.jp/ir/news/,,1
2502,アサヒグループホールディングス,,https://www.asahigroup-holdings.com/ir/,,1
2503,キリンホールディングス,,https://www.kirinholdings.com/jp/investors/library/explain/,,1
2510,国内債券・ＮＯＭＵＲＡ－ＢＰＩ総合連動型,1,,,
2511,外国債券ＦＴＳ世界国債インデックス為なし,1,,,
2512,外国債券ＦＴＳ世界国債インデックス為あり,1,,,
2513,外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ為なし,1,,,
2514,外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ為あり,1,,,
2515,外国ＲＥＩＴ・Ｓ＆Ｐ先進国ＲＥＩＴ為なし,1,,,
2516,東証マザーズＥＴＦ,1,,,
2517,ＭＡＸＩＳ　Ｊリート・コア上場投信,1,,,
2518,ＭＳＣＩ日本株女性活躍指数（セレクト）,1,,,
2519,新興国債券ＪＰモルガンエマージング為なし,1,,,
2520,新興国株式・ＭＳＣＩエマージング為なし,1,,,
2521,米国株式（Ｓ＆Ｐ５００）為替ヘッジあり,1,,,
2522,ｉシェアーズ　オートメーション＆ロボット,1,,,
2523,ＭＡＸＩＳトピックス（除く金融）上場投信,1,,,
2524,ＮＺＡＭ上場投信ＴＯＰＩＸ,1,,,
2525,ＮＺＡＭ上場投信日経２２５,1,,,
2526,ＮＺＡＭ上場投信ＪＰＸ日経４００,1,,,
2527,ＮＺＡＭ上場投信東証ＲＥＩＴＣｏｒｅ指数,1,,,
2528,ダイワ上場投信－東証ＲＥＩＴＣｏｒｅ指数,1,,,
2529,ＮＥＸＴＦＵＮＤＳ野村株主還元７０連動型,1,,,
2530,ＭＡＸＩＳ中国株式（上海１８０Ａ株）,1,,,
2531,宝ホールディングス,,https://ir.takara.co.jp/ja/Top.html,,1
2533,オエノンホールディングス,,https://www.oenon.jp/ir/,,0
2540,養命酒製造,,https://www.yomeishu.co.jp/ir/news/,,0
2551,マルサンアイ,,https://www.marusanai.co.jp/news/,,0
2552,上場インデックスＪリート隔月分配（ミニ）,1,,,
2553,Ｏｎｅ　ＥＴＦ　南方中国Ａ株ＣＳＩ５００,1,,,
2554,ブルームバーグ米国１－１０年為あり連動型,1,,,
2555,東証ＲＥＩＴ　ＥＴＦ,1,,,
2556,Ｏｎｅ　ＥＴＦ　東証ＲＥＩＴ指数,1,,,
2557,ＳＭＤＡＭ　トピックス上場投信,1,,,
2558,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）,1,,,
2559,ＭＡＸＩＳ全世界株式　オール・カントリー,1,,,
2560,ＭＡＸＩＳカーボン・エフィシェント日本株,1,,,
2561,ｉシェアーズ・コア　日本国債　ＥＴＦ,1,,,
2562,上場インデックスファンド米国株式為あり,1,,,
2563,ｉシェアーズＳ＆Ｐ５００米国ＥＴＦ為あり,1,,,
2564,グローバルＸ　ＭＳＣＩスーパーディビィ,1,,,
2565,グローバルＸ　ロジスティクスＪ－ＲＥＩＴ,1,,,
2566,上場インデックスファンド日経ＥＳＧリート,1,,,
2567,ＮＺＡＭ上場投信Ｓ＆Ｐ／ＪＰＸカーボン,1,,,
2568,上場米国株式（ＮＡＳＤＡＱ１００）為なし,1,,,
2569,上場米国株式（ＮＡＳＤＡＱ１００）為あり,1,,,
2573,北海道コカ・コーラボトリング,,https://www.hokkaido.ccbc.co.jp/newsrelease/release.html,,0
2579,コカ・コーラ　ボトラーズジャパンＨＤ,,https://www.ccbj-holdings.com/ir/,,1
2585,（株）ライフドリンク　カンパニー,,https://www.ld-company.com/ir_topic/,,0
2586,（株）フルッタフルッタ,,https://test.frutafruta.com/cms/ir_info/news/,,0
2587,サントリー食品インターナショナル,,https://www.suntory.co.jp/softdrink/ir/,,1
2588,プレミアムウォーターホールディングス,,https://premiumwater-hd.co.jp/news/,,0
2590,ダイドーグループホールディングス,,https://www.dydo-ghd.co.jp/news/,,0
2593,伊藤園,,https://www.itoen.co.jp/ir/,,1
2594,キーコーヒー,,https://www.keycoffee.co.jp/company/ir/irnews/,,0
2597,ユニカフェ,,https://www.unicafe.com/ir/irnews/,,0
2599,ジャパンフーズ,,https://www.japanfoods.co.jp/ir/ir_news.html,,0
2602,日清オイリオグループ,,https://www.nisshin-oillio.com/company/news/,,0
2607,不二製油グループ本社,,https://www.fujioilholdings.com/ir/news/,,1
2612,かどや製油,,https://www.kadoya.com/ir/page01.html,,0
2613,Ｊ－オイルミルズ,,https://www.j-oil.com/ir/ir_news.html,,0
2620,ｉシェアーズ米国債１－３年ＥＴＦ,1,,,
2621,ｉシェアーズ米国債２０年超ＥＴＦ為替あり,1,,,
2622,ｉシェアーズ米ドル建新興国債券ＥＴＦ為有,1,,,
2623,ｉシェアーズユーロ投資適格社債ＥＴＦ為有,1,,,
2624,ｉＦｒｅｅＥＴＦ　日経２２５年４回決算型,1,,,
2625,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ年４回決算型,1,,,
2626,グローバルＸ　デジタル・イノベーション,1,,,
2627,グローバルＸ　ｅコマース－日本株式ＥＴＦ,1,,,
2628,ｉＦｒｅｅＥＴＦ　中国科創板５０,1,,,
2629,ｉＦｒｅｅＥＴＦ　中国ＧＢＡ１００,1,,,
2630,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）為あり,1,,,
2631,ＭＡＸＩＳナスダック１００上場投信,1,,,
2632,ＭＡＸＩＳナスダック１００上場投信為あり,1,,,
2633,Ｓ＆Ｐ　５００　指数（為替ヘッジなし）,1,,,
2634,Ｓ＆Ｐ　５００　指数（為替ヘッジあり）,1,,,
2635,Ｓ＆Ｐ　５００　ＥＳＧ指数連動型上場投信,1,,,
2636,グローバルＸ　ＭＳＣＩガバナンスクオリテ,1,,,
2637,グローバルＸ　クリーンテックＥＳＧ,1,,,
2638,グローバルＸ　ロボティクス＆ＡＩ－日本株,1,,,
